PengajuanKey,InventorKey,Peran_Inventor
8250,29,Anggota Inventor
8251,50,Ketua Inventor
8252,97,Ketua Inventor
8253,27,Ketua Inventor
8254,70,Ketua Inventor
8255,92,Ketua Inventor
8256,11,Ketua Inventor
8257,24,Ketua Inventor
8257,68,Anggota Inventor
8258,72,Ketua Inventor
8258,23,Anggota Inventor
8258,96,Anggota Inventor
8259,62,Ketua Inventor
8260,3,Ketua Inventor
8261,66,Ketua Inventor
8262,57,Ketua Inventor
8263,20,Ketua Inventor
8263,22,Anggota Inventor
8263,26,Anggota Inventor
8264,35,Ketua Inventor
8265,24,Ketua Inventor
8265,20,Anggota Inventor
8266,19,Ketua Inventor
8266,58,Anggota Inventor
8267,30,Ketua Inventor
8268,35,Ketua Inventor
8268,15,Anggota Inventor
8269,38,Ketua Inventor
8270,60,Ketua Inventor
8271,39,Ketua Inventor
8271,74,Anggota Inventor
8272,28,Ketua Inventor
8273,16,Ketua Inventor
8274,31,Ketua Inventor
8275,12,Ketua Inventor
8275,66,Anggota Inventor
8276,23,Ketua Inventor
8277,62,Ketua Inventor
8278,68,Ketua Inventor
8278,4,Anggota Inventor
8279,47,Ketua Inventor
8280,28,Ketua Inventor
8280,21,Anggota Inventor
8281,63,Ketua Inventor
8282,48,Ketua Inventor
8283,65,Ketua Inventor
8284,55,Ketua Inventor
8284,64,Anggota Inventor
8285,2,Ketua Inventor
8285,43,Anggota Inventor
8286,73,Ketua Inventor
8286,31,Anggota Inventor
8287,24,Ketua Inventor
8287,99,Anggota Inventor
8287,61,Anggota Inventor
8288,13,Ketua Inventor
8289,90,Ketua Inventor
8290,66,Ketua Inventor
8290,15,Anggota Inventor
8290,21,Anggota Inventor
8291,81,Ketua Inventor
8291,67,Anggota Inventor
8292,40,Ketua Inventor
8293,98,Ketua Inventor
8293,24,Anggota Inventor
8293,82,Anggota Inventor
8294,92,Ketua Inventor
8294,30,Anggota Inventor
8295,46,Ketua Inventor
8295,26,Anggota Inventor
8296,32,Ketua Inventor
8297,63,Ketua Inventor
8297,78,Anggota Inventor
8298,39,Ketua Inventor
8298,28,Anggota Inventor
8299,13,Ketua Inventor
8299,4,Anggota Inventor
8300,71,Ketua Inventor
8301,12,Ketua Inventor
8301,13,Anggota Inventor
8301,74,Anggota Inventor
8302,57,Ketua Inventor
8303,53,Ketua Inventor
8304,56,Ketua Inventor
8305,76,Ketua Inventor
8305,56,Anggota Inventor
8306,46,Ketua Inventor
8307,58,Ketua Inventor
8308,51,Ketua Inventor
8309,73,Ketua Inventor
8309,8,Anggota Inventor
8309,67,Anggota Inventor
8310,37,Ketua Inventor
8310,70,Anggota Inventor
8310,77,Anggota Inventor
8311,39,Ketua Inventor
8312,70,Ketua Inventor
8313,32,Ketua Inventor
8313,89,Anggota Inventor
8314,58,Ketua Inventor
8314,17,Anggota Inventor
8315,89,Ketua Inventor
8315,57,Anggota Inventor
8316,6,Ketua Inventor
8317,94,Ketua Inventor
8317,56,Anggota Inventor
8318,44,Ketua Inventor
8318,39,Anggota Inventor
8319,63,Ketua Inventor
8320,32,Ketua Inventor
8321,88,Ketua Inventor
8322,90,Ketua Inventor
8323,47,Ketua Inventor
8324,57,Ketua Inventor
8325,91,Ketua Inventor
8325,57,Anggota Inventor
8326,5,Ketua Inventor
8326,47,Anggota Inventor
8326,74,Anggota Inventor
8327,33,Ketua Inventor
8327,19,Anggota Inventor
8328,54,Ketua Inventor
8329,25,Ketua Inventor
8330,99,Ketua Inventor
8331,46,Ketua Inventor
8331,2,Anggota Inventor
8332,6,Ketua Inventor
8333,58,Ketua Inventor
8333,52,Anggota Inventor
8334,19,Ketua Inventor
8334,83,Anggota Inventor
8335,68,Ketua Inventor
8335,57,Anggota Inventor
8335,73,Anggota Inventor
8336,20,Ketua Inventor
8336,44,Anggota Inventor
8337,22,Ketua Inventor
8337,47,Anggota Inventor
8337,83,Anggota Inventor
8338,83,Ketua Inventor
8339,40,Ketua Inventor
8339,88,Anggota Inventor
8340,80,Ketua Inventor
8341,78,Ketua Inventor
8342,39,Ketua Inventor
8342,33,Anggota Inventor
8343,5,Ketua Inventor
8344,78,Ketua Inventor
8345,38,Ketua Inventor
8345,34,Anggota Inventor
8346,20,Ketua Inventor
8346,98,Anggota Inventor
8347,5,Ketua Inventor
8347,24,Anggota Inventor
8348,82,Ketua Inventor
8349,34,Ketua Inventor
8349,57,Anggota Inventor
8350,29,Ketua Inventor
8350,7,Anggota Inventor
8351,69,Ketua Inventor
8352,78,Ketua Inventor
8352,40,Anggota Inventor
8353,93,Ketua Inventor
8353,88,Anggota Inventor
8354,9,Ketua Inventor
8354,70,Anggota Inventor
8355,72,Ketua Inventor
8356,29,Ketua Inventor
8357,2,Ketua Inventor
8358,33,Ketua Inventor
8359,46,Ketua Inventor
8360,54,Ketua Inventor
8361,84,Ketua Inventor
8362,85,Ketua Inventor
8363,21,Ketua Inventor
8363,40,Anggota Inventor
8364,74,Ketua Inventor
8364,30,Anggota Inventor
8365,68,Ketua Inventor
8365,92,Anggota Inventor
8365,60,Anggota Inventor
8366,23,Ketua Inventor
8367,45,Ketua Inventor
8368,59,Ketua Inventor
8368,22,Anggota Inventor
8368,47,Anggota Inventor
8369,66,Ketua Inventor
8369,86,Anggota Inventor
8370,89,Ketua Inventor
8370,16,Anggota Inventor
8371,3,Ketua Inventor
8372,63,Ketua Inventor
8372,10,Anggota Inventor
8373,41,Ketua Inventor
8374,50,Ketua Inventor
8374,12,Anggota Inventor
8375,14,Ketua Inventor
8375,58,Anggota Inventor
8376,89,Ketua Inventor
8376,24,Anggota Inventor
8377,38,Ketua Inventor
8378,20,Ketua Inventor
8378,83,Anggota Inventor
8379,31,Ketua Inventor
8379,76,Anggota Inventor
8380,83,Ketua Inventor
8381,64,Ketua Inventor
8381,46,Anggota Inventor
8382,63,Ketua Inventor
8382,10,Anggota Inventor
8383,43,Ketua Inventor
8383,87,Anggota Inventor
8384,55,Ketua Inventor
8384,71,Anggota Inventor
8385,7,Ketua Inventor
8386,69,Ketua Inventor
8387,9,Ketua Inventor
8388,88,Ketua Inventor
8389,67,Ketua Inventor
8390,55,Ketua Inventor
8391,60,Ketua Inventor
8392,86,Ketua Inventor
8393,49,Ketua Inventor
8394,24,Ketua Inventor
8394,35,Anggota Inventor
8394,77,Anggota Inventor
8395,93,Ketua Inventor
8396,38,Ketua Inventor
8396,19,Anggota Inventor
8397,95,Ketua Inventor
8397,20,Anggota Inventor
8398,96,Ketua Inventor
8399,77,Ketua Inventor
8399,27,Anggota Inventor
8400,34,Ketua Inventor
8400,17,Anggota Inventor
8401,88,Ketua Inventor
8401,82,Anggota Inventor
8402,43,Ketua Inventor
8402,8,Anggota Inventor
8403,45,Ketua Inventor
8404,26,Ketua Inventor
8404,44,Anggota Inventor
8405,31,Ketua Inventor
8406,74,Ketua Inventor
8406,100,Anggota Inventor
8406,64,Anggota Inventor
8407,97,Ketua Inventor
8408,76,Ketua Inventor
8409,19,Ketua Inventor
8409,12,Anggota Inventor
8409,84,Anggota Inventor
8410,14,Ketua Inventor
8410,95,Anggota Inventor
8411,39,Ketua Inventor
8411,72,Anggota Inventor
8412,9,Ketua Inventor
8412,100,Anggota Inventor
8412,25,Anggota Inventor
8413,23,Ketua Inventor
8414,20,Ketua Inventor
8414,44,Anggota Inventor
8415,49,Ketua Inventor
8416,17,Ketua Inventor
8417,31,Ketua Inventor
8418,83,Ketua Inventor
8419,53,Ketua Inventor
8419,10,Anggota Inventor
8419,63,Anggota Inventor
8420,65,Ketua Inventor
8421,36,Ketua Inventor
8421,82,Anggota Inventor
8422,70,Ketua Inventor
8423,83,Ketua Inventor
8423,56,Anggota Inventor
8424,90,Ketua Inventor
8424,80,Anggota Inventor
8424,25,Anggota Inventor
8425,33,Ketua Inventor
8425,52,Anggota Inventor
8426,3,Ketua Inventor
8426,28,Anggota Inventor
8427,87,Ketua Inventor
8427,40,Anggota Inventor
8428,83,Ketua Inventor
8429,13,Ketua Inventor
8430,82,Ketua Inventor
8430,27,Anggota Inventor
8431,39,Ketua Inventor
8431,37,Anggota Inventor
8431,21,Anggota Inventor
8432,45,Ketua Inventor
8432,16,Anggota Inventor
8432,67,Anggota Inventor
8433,58,Ketua Inventor
8433,25,Anggota Inventor
8434,7,Ketua Inventor
8435,50,Ketua Inventor
8435,81,Anggota Inventor
8435,73,Anggota Inventor
8436,26,Ketua Inventor
8437,71,Ketua Inventor
8438,94,Ketua Inventor
8438,45,Anggota Inventor
8438,28,Anggota Inventor
8439,91,Ketua Inventor
8440,87,Ketua Inventor
8440,100,Anggota Inventor
8440,33,Anggota Inventor
8441,46,Ketua Inventor
8441,17,Anggota Inventor
8442,98,Ketua Inventor
8443,57,Ketua Inventor
8444,55,Ketua Inventor
8445,80,Ketua Inventor
8446,44,Ketua Inventor
8446,43,Anggota Inventor
8447,57,Ketua Inventor
8448,40,Ketua Inventor
8449,12,Ketua Inventor
8449,64,Anggota Inventor
8449,25,Anggota Inventor
8450,16,Ketua Inventor
8451,84,Ketua Inventor
8451,64,Anggota Inventor
8452,98,Ketua Inventor
8453,6,Ketua Inventor
8454,75,Ketua Inventor
8454,52,Anggota Inventor
8455,10,Ketua Inventor
8456,33,Ketua Inventor
8456,56,Anggota Inventor
8456,92,Anggota Inventor
8457,66,Ketua Inventor
8457,7,Anggota Inventor
8457,39,Anggota Inventor
8458,84,Ketua Inventor
8458,12,Anggota Inventor
8459,92,Ketua Inventor
8459,90,Anggota Inventor
8459,57,Anggota Inventor
8460,62,Ketua Inventor
8460,24,Anggota Inventor
8460,38,Anggota Inventor
8461,99,Ketua Inventor
8461,9,Anggota Inventor
8462,33,Ketua Inventor
8462,22,Anggota Inventor
8462,35,Anggota Inventor
8463,3,Ketua Inventor
8464,38,Ketua Inventor
8464,90,Anggota Inventor
8465,35,Ketua Inventor
8466,90,Ketua Inventor
8466,1,Anggota Inventor
8467,20,Ketua Inventor
8467,33,Anggota Inventor
8467,75,Anggota Inventor
8468,81,Ketua Inventor
8468,39,Anggota Inventor
8469,89,Ketua Inventor
8470,49,Ketua Inventor
8471,1,Ketua Inventor
8472,70,Ketua Inventor
8473,6,Ketua Inventor
8473,12,Anggota Inventor
8473,17,Anggota Inventor
8474,9,Ketua Inventor
8474,16,Anggota Inventor
8474,53,Anggota Inventor
8475,91,Ketua Inventor
8475,75,Anggota Inventor
8476,51,Ketua Inventor
8477,71,Ketua Inventor
8477,16,Anggota Inventor
8478,43,Ketua Inventor
8478,50,Anggota Inventor
8478,47,Anggota Inventor
8479,75,Ketua Inventor
8479,55,Anggota Inventor
8480,57,Ketua Inventor
8480,98,Anggota Inventor
8480,15,Anggota Inventor
8481,88,Ketua Inventor
8482,77,Ketua Inventor
8483,59,Ketua Inventor
8484,23,Ketua Inventor
8484,90,Anggota Inventor
8484,95,Anggota Inventor
8485,68,Ketua Inventor
8486,43,Ketua Inventor
8486,63,Anggota Inventor
8486,16,Anggota Inventor
8487,41,Ketua Inventor
8487,75,Anggota Inventor
8488,30,Ketua Inventor
8489,42,Ketua Inventor
8490,10,Ketua Inventor
8490,49,Anggota Inventor
8490,97,Anggota Inventor
8491,11,Ketua Inventor
8491,73,Anggota Inventor
8492,90,Ketua Inventor
8493,22,Ketua Inventor
8493,83,Anggota Inventor
8494,5,Ketua Inventor
8495,25,Ketua Inventor
8496,36,Ketua Inventor
8496,29,Anggota Inventor
8497,23,Ketua Inventor
8498,92,Ketua Inventor
8498,53,Anggota Inventor
8499,17,Ketua Inventor
8500,33,Ketua Inventor
8501,97,Ketua Inventor
8501,52,Anggota Inventor
8501,84,Anggota Inventor
8502,18,Ketua Inventor
8503,83,Ketua Inventor
8503,82,Anggota Inventor
8503,26,Anggota Inventor
8504,10,Ketua Inventor
8505,51,Ketua Inventor
8505,84,Anggota Inventor
8506,13,Ketua Inventor
8506,96,Anggota Inventor
8507,88,Ketua Inventor
8507,53,Anggota Inventor
8508,47,Ketua Inventor
8509,67,Ketua Inventor
8509,46,Anggota Inventor
8509,52,Anggota Inventor
8510,2,Ketua Inventor
8510,28,Anggota Inventor
8511,34,Ketua Inventor
8511,4,Anggota Inventor
8512,46,Ketua Inventor
8512,62,Anggota Inventor
8512,35,Anggota Inventor
8513,54,Ketua Inventor
8514,82,Ketua Inventor
8514,80,Anggota Inventor
8515,4,Ketua Inventor
8516,22,Ketua Inventor
8516,36,Anggota Inventor
8517,12,Ketua Inventor
8517,80,Anggota Inventor
8518,74,Ketua Inventor
8518,19,Anggota Inventor
8519,68,Ketua Inventor
8519,58,Anggota Inventor
8520,31,Ketua Inventor
8521,54,Ketua Inventor
8521,50,Anggota Inventor
8521,85,Anggota Inventor
8522,47,Ketua Inventor
8523,53,Ketua Inventor
8523,18,Anggota Inventor
8523,99,Anggota Inventor
8524,58,Ketua Inventor
8525,36,Ketua Inventor
8525,87,Anggota Inventor
8525,55,Anggota Inventor
8526,58,Ketua Inventor
8527,55,Ketua Inventor
8527,84,Anggota Inventor
8528,26,Ketua Inventor
8528,83,Anggota Inventor
8528,94,Anggota Inventor
8529,3,Ketua Inventor
8530,42,Ketua Inventor
8531,89,Ketua Inventor
8531,80,Anggota Inventor
8532,84,Ketua Inventor
8532,7,Anggota Inventor
8533,27,Ketua Inventor
8534,38,Ketua Inventor
8534,85,Anggota Inventor
8535,11,Ketua Inventor
8536,9,Ketua Inventor
8537,58,Ketua Inventor
8538,36,Ketua Inventor
8538,54,Anggota Inventor
8539,54,Ketua Inventor
8539,44,Anggota Inventor
8540,15,Ketua Inventor
8541,56,Ketua Inventor
8542,98,Ketua Inventor
8543,3,Ketua Inventor
8544,33,Ketua Inventor
8545,4,Ketua Inventor
8545,56,Anggota Inventor
8546,27,Ketua Inventor
8547,92,Ketua Inventor
8548,10,Ketua Inventor
8549,47,Ketua Inventor
8549,26,Anggota Inventor
8550,30,Ketua Inventor
8550,49,Anggota Inventor
8550,20,Anggota Inventor
8551,93,Ketua Inventor
8552,97,Ketua Inventor
8553,29,Ketua Inventor
8553,39,Anggota Inventor
8554,59,Ketua Inventor
8555,79,Ketua Inventor
8556,42,Ketua Inventor
8557,16,Ketua Inventor
8558,15,Ketua Inventor
8559,55,Ketua Inventor
8560,48,Ketua Inventor
8561,84,Ketua Inventor
8561,76,Anggota Inventor
8562,86,Ketua Inventor
8562,87,Anggota Inventor
8563,65,Ketua Inventor
8564,95,Ketua Inventor
8564,53,Anggota Inventor
8565,27,Ketua Inventor
8565,3,Anggota Inventor
8565,66,Anggota Inventor
8566,81,Ketua Inventor
8567,31,Ketua Inventor
8567,61,Anggota Inventor
8568,68,Ketua Inventor
8569,65,Ketua Inventor
8570,57,Ketua Inventor
8571,66,Ketua Inventor
8572,39,Ketua Inventor
8573,40,Ketua Inventor
8573,20,Anggota Inventor
8573,86,Anggota Inventor
8574,74,Ketua Inventor
8574,15,Anggota Inventor
8575,17,Ketua Inventor
8576,91,Ketua Inventor
8576,73,Anggota Inventor
8576,94,Anggota Inventor
8577,16,Ketua Inventor
8577,99,Anggota Inventor
8577,1,Anggota Inventor
8578,56,Ketua Inventor
8579,75,Ketua Inventor
8580,4,Ketua Inventor
8580,92,Anggota Inventor
8581,62,Ketua Inventor
8582,23,Ketua Inventor
8583,87,Ketua Inventor
8583,24,Anggota Inventor
8584,67,Ketua Inventor
8584,61,Anggota Inventor
8585,17,Ketua Inventor
8585,81,Anggota Inventor
8586,9,Ketua Inventor
8587,71,Ketua Inventor
8588,36,Ketua Inventor
8589,28,Ketua Inventor
8590,90,Ketua Inventor
8590,39,Anggota Inventor
8591,93,Ketua Inventor
8591,27,Anggota Inventor
8592,93,Ketua Inventor
8592,69,Anggota Inventor
8593,26,Ketua Inventor
8594,90,Ketua Inventor
8595,98,Ketua Inventor
8596,92,Ketua Inventor
8597,3,Ketua Inventor
8598,51,Ketua Inventor
8599,85,Ketua Inventor
8600,24,Ketua Inventor
8600,58,Anggota Inventor
8601,48,Ketua Inventor
8602,30,Ketua Inventor
8602,72,Anggota Inventor
8603,28,Ketua Inventor
8604,3,Ketua Inventor
8604,63,Anggota Inventor
8604,25,Anggota Inventor
8605,74,Ketua Inventor
8606,37,Ketua Inventor
8607,89,Ketua Inventor
8608,73,Ketua Inventor
8608,48,Anggota Inventor
8609,49,Ketua Inventor
8609,72,Anggota Inventor
8610,83,Ketua Inventor
8611,73,Ketua Inventor
8612,8,Ketua Inventor
8613,32,Ketua Inventor
8614,19,Ketua Inventor
8614,9,Anggota Inventor
8614,30,Anggota Inventor
8615,90,Ketua Inventor
8616,11,Ketua Inventor
8616,12,Anggota Inventor
8617,100,Ketua Inventor
8617,13,Anggota Inventor
8617,57,Anggota Inventor
8618,34,Ketua Inventor
8618,35,Anggota Inventor
8619,52,Ketua Inventor
8619,23,Anggota Inventor
8620,15,Ketua Inventor
8621,32,Ketua Inventor
8621,96,Anggota Inventor
8622,10,Ketua Inventor
8623,4,Ketua Inventor
8624,33,Ketua Inventor
8625,40,Ketua Inventor
8625,6,Anggota Inventor
8625,67,Anggota Inventor
8626,2,Ketua Inventor
8627,81,Ketua Inventor
8628,81,Ketua Inventor
8629,66,Ketua Inventor
8630,19,Ketua Inventor
8631,35,Ketua Inventor
8631,81,Anggota Inventor
8632,58,Ketua Inventor
8633,3,Ketua Inventor
8633,55,Anggota Inventor
8634,97,Ketua Inventor
8635,58,Ketua Inventor
8636,1,Ketua Inventor
8637,27,Ketua Inventor
8638,82,Ketua Inventor
8638,69,Anggota Inventor
8638,9,Anggota Inventor
8639,55,Ketua Inventor
8640,82,Ketua Inventor
8641,70,Ketua Inventor
8642,12,Ketua Inventor
8643,56,Ketua Inventor
8643,74,Anggota Inventor
8644,63,Ketua Inventor
8645,40,Ketua Inventor
8646,69,Ketua Inventor
8646,60,Anggota Inventor
8647,55,Ketua Inventor
8648,93,Ketua Inventor
8649,47,Ketua Inventor
8650,17,Ketua Inventor
8650,55,Anggota Inventor
8651,27,Ketua Inventor
8651,32,Anggota Inventor
8652,12,Ketua Inventor
8653,56,Ketua Inventor
8654,89,Ketua Inventor
8655,59,Ketua Inventor
8656,38,Ketua Inventor
8656,48,Anggota Inventor
8656,90,Anggota Inventor
8657,99,Ketua Inventor
8658,36,Ketua Inventor
8658,88,Anggota Inventor
8658,53,Anggota Inventor
8659,46,Ketua Inventor
8660,68,Ketua Inventor
8661,45,Ketua Inventor
8662,59,Ketua Inventor
8663,94,Ketua Inventor
8664,54,Ketua Inventor
8664,27,Anggota Inventor
8665,37,Ketua Inventor
8665,56,Anggota Inventor
8666,12,Ketua Inventor
8666,86,Anggota Inventor
8667,79,Ketua Inventor
8667,37,Anggota Inventor
8667,66,Anggota Inventor
8668,97,Ketua Inventor
8669,70,Ketua Inventor
8670,23,Ketua Inventor
8671,10,Ketua Inventor
8672,2,Ketua Inventor
8672,37,Anggota Inventor
8673,10,Ketua Inventor
8673,95,Anggota Inventor
8674,38,Ketua Inventor
8675,9,Ketua Inventor
8676,76,Ketua Inventor
8677,49,Ketua Inventor
8677,87,Anggota Inventor
8678,90,Ketua Inventor
8679,69,Ketua Inventor
8679,88,Anggota Inventor
8680,75,Ketua Inventor
8681,69,Ketua Inventor
8681,40,Anggota Inventor
8682,75,Ketua Inventor
8683,66,Ketua Inventor
8683,6,Anggota Inventor
8684,59,Ketua Inventor
8684,57,Anggota Inventor
8685,23,Ketua Inventor
8686,23,Ketua Inventor
8687,7,Ketua Inventor
8688,74,Ketua Inventor
8688,47,Anggota Inventor
8688,83,Anggota Inventor
8689,40,Ketua Inventor
8690,22,Ketua Inventor
8691,31,Ketua Inventor
8692,38,Ketua Inventor
8692,25,Anggota Inventor
8693,89,Ketua Inventor
8693,30,Anggota Inventor
8694,67,Ketua Inventor
8694,38,Anggota Inventor
8694,98,Anggota Inventor
8695,83,Ketua Inventor
8696,61,Ketua Inventor
8697,37,Ketua Inventor
8698,98,Ketua Inventor
8699,89,Ketua Inventor
8700,54,Ketua Inventor
8701,36,Ketua Inventor
8702,3,Ketua Inventor
8703,24,Ketua Inventor
8703,65,Anggota Inventor
8704,50,Ketua Inventor
8705,7,Ketua Inventor
8705,84,Anggota Inventor
8705,25,Anggota Inventor
8706,19,Ketua Inventor
8706,31,Anggota Inventor
8706,7,Anggota Inventor
8707,17,Ketua Inventor
8708,38,Ketua Inventor
8708,50,Anggota Inventor
8709,64,Ketua Inventor
8710,83,Ketua Inventor
8710,75,Anggota Inventor
8710,58,Anggota Inventor
8711,65,Ketua Inventor
8712,52,Ketua Inventor
8713,6,Ketua Inventor
8714,73,Ketua Inventor
8715,38,Ketua Inventor
8716,63,Ketua Inventor
8717,84,Ketua Inventor
8718,38,Ketua Inventor
8719,52,Ketua Inventor
8719,100,Anggota Inventor
8720,77,Ketua Inventor
8720,100,Anggota Inventor
8721,18,Ketua Inventor
8722,86,Ketua Inventor
8723,86,Ketua Inventor
8723,99,Anggota Inventor
8724,52,Ketua Inventor
8725,36,Ketua Inventor
8726,58,Ketua Inventor
8727,69,Ketua Inventor
8727,30,Anggota Inventor
8728,21,Ketua Inventor
8729,53,Ketua Inventor
8730,26,Ketua Inventor
8731,52,Ketua Inventor
8731,33,Anggota Inventor
8732,63,Ketua Inventor
8733,54,Ketua Inventor
8733,56,Anggota Inventor
8734,79,Ketua Inventor
8734,59,Anggota Inventor
8734,75,Anggota Inventor
8735,77,Ketua Inventor
8736,5,Ketua Inventor
8737,20,Ketua Inventor
8737,46,Anggota Inventor
8738,40,Ketua Inventor
8739,88,Ketua Inventor
8739,31,Anggota Inventor
8740,23,Ketua Inventor
8741,25,Ketua Inventor
8742,45,Ketua Inventor
8743,51,Ketua Inventor
8744,38,Ketua Inventor
8745,33,Ketua Inventor
8745,44,Anggota Inventor
8746,32,Ketua Inventor
8747,96,Ketua Inventor
8748,71,Ketua Inventor
8749,23,Ketua Inventor
8750,9,Ketua Inventor
8751,78,Ketua Inventor
8751,33,Anggota Inventor
8752,17,Ketua Inventor
8753,46,Ketua Inventor
8753,39,Anggota Inventor
8754,97,Ketua Inventor
8754,64,Anggota Inventor
8755,61,Ketua Inventor
8756,10,Ketua Inventor
8757,66,Ketua Inventor
8757,49,Anggota Inventor
8758,85,Ketua Inventor
8759,25,Ketua Inventor
8760,51,Ketua Inventor
8761,48,Ketua Inventor
8762,3,Ketua Inventor
8762,30,Anggota Inventor
8762,20,Anggota Inventor
8763,81,Ketua Inventor
8764,65,Ketua Inventor
8764,53,Anggota Inventor
8764,71,Anggota Inventor
8765,24,Ketua Inventor
8766,43,Ketua Inventor
8766,34,Anggota Inventor
8767,60,Ketua Inventor
8768,91,Ketua Inventor
8769,65,Ketua Inventor
8770,82,Ketua Inventor
8771,67,Ketua Inventor
8771,24,Anggota Inventor
8771,74,Anggota Inventor
8772,53,Ketua Inventor
8772,1,Anggota Inventor
8773,92,Ketua Inventor
8774,62,Ketua Inventor
8774,93,Anggota Inventor
8774,96,Anggota Inventor
8775,51,Ketua Inventor
8775,66,Anggota Inventor
8775,31,Anggota Inventor
8776,10,Ketua Inventor
8777,62,Ketua Inventor
8778,53,Ketua Inventor
8779,71,Ketua Inventor
8780,90,Ketua Inventor
8780,80,Anggota Inventor
8781,7,Ketua Inventor
8781,46,Anggota Inventor
8782,23,Ketua Inventor
8783,69,Ketua Inventor
8784,10,Ketua Inventor
8785,20,Ketua Inventor
8785,11,Anggota Inventor
8786,95,Ketua Inventor
8786,58,Anggota Inventor
8787,3,Ketua Inventor
8788,86,Ketua Inventor
8789,49,Ketua Inventor
8790,13,Ketua Inventor
8790,18,Anggota Inventor
8791,42,Ketua Inventor
8792,42,Ketua Inventor
8792,75,Anggota Inventor
8793,59,Ketua Inventor
8794,47,Ketua Inventor
8794,100,Anggota Inventor
8795,21,Ketua Inventor
8796,86,Ketua Inventor
8796,89,Anggota Inventor
8797,48,Ketua Inventor
8797,8,Anggota Inventor
8797,83,Anggota Inventor
8798,83,Ketua Inventor
8799,5,Ketua Inventor
8800,44,Ketua Inventor
8801,65,Ketua Inventor
8802,27,Ketua Inventor
8802,49,Anggota Inventor
8803,97,Ketua Inventor
8804,61,Ketua Inventor
8805,40,Ketua Inventor
8805,2,Anggota Inventor
8806,26,Ketua Inventor
8806,81,Anggota Inventor
8807,76,Ketua Inventor
8808,12,Ketua Inventor
8809,62,Ketua Inventor
8810,96,Ketua Inventor
8811,38,Ketua Inventor
8812,98,Ketua Inventor
8813,19,Ketua Inventor
8814,95,Ketua Inventor
8815,49,Ketua Inventor
8816,47,Ketua Inventor
8817,73,Ketua Inventor
8817,61,Anggota Inventor
8817,43,Anggota Inventor
8818,58,Ketua Inventor
8819,11,Ketua Inventor
8819,35,Anggota Inventor
8820,83,Ketua Inventor
8821,2,Ketua Inventor
8821,93,Anggota Inventor
8822,9,Ketua Inventor
8822,43,Anggota Inventor
8823,32,Ketua Inventor
8823,33,Anggota Inventor
8824,6,Ketua Inventor
8824,88,Anggota Inventor
8825,2,Ketua Inventor
8826,94,Ketua Inventor
8827,40,Ketua Inventor
8828,55,Ketua Inventor
8829,9,Ketua Inventor
8829,88,Anggota Inventor
8830,45,Ketua Inventor
8831,42,Ketua Inventor
8831,30,Anggota Inventor
8832,62,Ketua Inventor
8833,85,Ketua Inventor
8833,33,Anggota Inventor
8834,52,Ketua Inventor
8834,31,Anggota Inventor
8834,2,Anggota Inventor
8835,76,Ketua Inventor
8836,53,Ketua Inventor
8837,3,Ketua Inventor
8838,99,Ketua Inventor
8839,10,Ketua Inventor
8840,1,Ketua Inventor
8840,78,Anggota Inventor
8841,83,Ketua Inventor
8842,4,Ketua Inventor
8843,44,Ketua Inventor
8844,64,Ketua Inventor
8844,97,Anggota Inventor
8845,94,Ketua Inventor
8846,17,Ketua Inventor
8847,24,Ketua Inventor
8847,1,Anggota Inventor
8848,48,Ketua Inventor
8849,50,Ketua Inventor
8849,35,Anggota Inventor
8850,95,Ketua Inventor
8851,79,Ketua Inventor
8852,42,Ketua Inventor
8852,8,Anggota Inventor
8853,93,Ketua Inventor
8853,22,Anggota Inventor
8853,99,Anggota Inventor
8854,55,Ketua Inventor
8854,94,Anggota Inventor
8855,34,Ketua Inventor
8855,91,Anggota Inventor
8856,86,Ketua Inventor
8856,19,Anggota Inventor
8856,63,Anggota Inventor
8857,40,Ketua Inventor
8858,25,Ketua Inventor
8858,74,Anggota Inventor
8858,51,Anggota Inventor
8859,25,Ketua Inventor
8859,60,Anggota Inventor
8860,78,Ketua Inventor
8860,41,Anggota Inventor
8860,83,Anggota Inventor
8861,51,Ketua Inventor
8862,90,Ketua Inventor
8863,18,Ketua Inventor
8864,93,Ketua Inventor
8864,99,Anggota Inventor
8865,4,Ketua Inventor
8865,32,Anggota Inventor
8866,69,Ketua Inventor
8867,76,Ketua Inventor
8867,37,Anggota Inventor
8868,26,Ketua Inventor
8869,22,Ketua Inventor
8869,9,Anggota Inventor
8870,52,Ketua Inventor
8871,85,Ketua Inventor
8872,45,Ketua Inventor
8873,58,Ketua Inventor
8874,7,Ketua Inventor
8875,36,Ketua Inventor
8876,1,Ketua Inventor
8877,49,Ketua Inventor
8877,63,Anggota Inventor
8878,28,Ketua Inventor
8878,92,Anggota Inventor
8879,5,Ketua Inventor
8880,82,Ketua Inventor
8880,62,Anggota Inventor
8881,15,Ketua Inventor
8882,45,Ketua Inventor
8882,6,Anggota Inventor
8883,74,Ketua Inventor
8883,25,Anggota Inventor
8884,17,Ketua Inventor
8884,51,Anggota Inventor
8885,79,Ketua Inventor
8885,20,Anggota Inventor
8886,4,Ketua Inventor
8887,94,Ketua Inventor
8887,41,Anggota Inventor
8888,33,Ketua Inventor
8888,17,Anggota Inventor
8889,50,Ketua Inventor
8890,20,Ketua Inventor
8891,53,Ketua Inventor
8892,10,Ketua Inventor
